Id,y
50227,2.1307378
50228,1.7129208
50229,1.9527178
50230,1.7198576
50231,1.8352411
50232,2.2418501
50233,2.152955
50234,1.3156606
50235,1.445736
50236,1.6620194
50237,1.8026268
50238,1.8526189
50239,1.9951073
50240,2.2730563
50241,1.4024519
50242,2.1402268
50243,1.7671001
50244,1.4053024
50245,1.9378791
50246,2.1459432
50247,0.9296422
50248,2.653654
50249,2.3807323
50250,2.2694914
50251,1.7506768
50252,2.6340926
50253,2.111066
50254,1.906725
50255,1.9824194
50256,2.0354054
50257,1.9553877
50258,1.4924616
50259,2.3548415
50260,1.3146429
50261,2.402263
50262,1.6148859
50263,1.8726298
50264,1.0515773
50265,1.7928742
50266,1.7939054
50267,2.214839
50268,1.6349338
50269,1.5170368
50270,2.211041
50271,1.9107213
50272,2.0890284
50273,2.4165964
50274,1.8643421
50275,1.5185812
50276,2.3656468
50277,1.6880598
50278,1.7714006
50279,1.6408682
50280,1.9544631
50281,1.422044
50282,2.1156807
50283,1.9919889
50284,1.3177047
50285,1.829861
50286,1.8936623
50287,2.603552
50288,2.259523
50289,1.4467574
50290,2.0118725
50291,2.0714831
50292,1.6212577
50293,2.4928114
50294,1.3411455
50295,1.7281219
50296,2.409202
50297,2.0123773
50298,2.1148605
50299,2.113829
50300,1.7998317
50301,2.0979798
50302,2.361078
50303,2.0846872
50304,1.4523104
50305,0.8642939
50306,1.4428632
50307,2.0196223
50308,2.2215242
50309,1.2133634
50310,2.4183726
50311,1.9800837
50312,2.3199134
50313,2.3247638
50314,1.5799043
50315,1.940905
50316,1.510391
50317,1.6650919
50318,2.4264014
50319,1.9729391
50320,2.1918802
50321,2.2959003
50322,2.2774441
50323,1.0003449
50324,1.6285348
50325,1.9171213
50326,1.7884403
50327,2.0899618
50328,1.8098584
50329,1.9094136
50330,1.6144046
50331,2.0046005
50332,1.5940946
50333,1.750238
50334,1.9118395
50335,1.9622641
50336,2.1600997
50337,1.4285964
50338,1.8347907
50339,1.6972386
50340,1.9068606
50341,1.5872313
50342,1.9109466
50343,1.398137
50344,1.6410265
50345,2.260013
50346,1.4243246
50347,2.294395
50348,2.398164
50349,1.552384
50350,2.3416529
50351,1.7109421
50352,1.6807258
50353,1.7115227
50354,1.2964685
50355,1.6316034
50356,1.9432068
50357,2.027292
50358,2.1233337
50359,1.7262381
50360,2.0842533
50361,1.9039528
50362,1.5319525
50363,1.951952
50364,1.721697
50365,1.5476735
50366,1.9015207
50367,1.5940077
50368,2.2980428
50369,2.3401392
50370,2.6199927
50371,1.9234927
50372,2.0808668
50373,1.882182
50374,1.8640772
50375,2.0273812
50376,2.0533302
50377,1.3575015
50378,2.176377
50379,1.7139761
50380,1.913654
50381,2.017321
50382,2.2833092
50383,2.108539
50384,1.724993
50385,2.2730734
50386,1.4862056
50387,2.3234634
50388,1.7731019
50389,2.158959
50390,1.6368763
50391,1.9998479
50392,1.8213317
50393,1.8811058
50394,1.7590098
50395,1.809388
50396,2.01902
50397,1.7293748
50398,1.4570673
50399,1.589649
50400,2.2424974
50401,1.4248163
50402,1.4805671
50403,1.8172327
50404,1.7891341
50405,2.051086
50406,2.3557243
50407,2.020924
50408,1.7321769
50409,1.8069674
50410,1.6694044
50411,2.1238909
50412,2.183431
50413,1.9198041
50414,1.675387
50415,1.8923514
50416,1.955858
50417,1.7608237
50418,1.9305944
50419,1.7707886
50420,1.5316426
50421,2.263472
50422,1.769534
50423,2.2861097
50424,1.4988668
50425,1.7098918
50426,1.9197224
50427,2.030006
50428,2.3214636
50429,2.2003896
50430,2.285739
50431,1.8538624
50432,1.618613
50433,1.2436669
50434,2.3985662
50435,2.1275935
50436,2.1243358
50437,1.9186134
50438,1.4981856
50439,1.8074147
50440,1.8516436
50441,2.3342998
50442,2.4589567
50443,1.7091347
50444,1.7911226
50445,1.39488
50446,1.8552399
50447,1.5320711
50448,1.5323831
50449,2.2782555
50450,2.116461
50451,2.2495759
50452,2.6321123
50453,2.3320172
50454,2.0715659
50455,2.0492237
50456,1.4985802
50457,1.4021502
50458,2.062697
50459,1.6019236
50460,2.0377305
50461,1.7196468
50462,2.1503758
50463,2.2298846
50464,1.6820358
50465,1.6392598
50466,1.1867223
50467,2.311614
50468,1.9697958
50469,1.5469319
50470,1.447935
50471,1.9413362
50472,1.9957339
50473,1.7415342
50474,1.9340101
50475,2.0629392
50476,1.8792996
50477,2.120468
50478,2.0655584
50479,2.3169963
50480,1.8139335
50481,1.9726905
50482,2.568789
50483,1.6461344
50484,1.5375197
50485,1.6613077
50486,2.0393655
50487,2.1518958
50488,1.8045378
50489,2.1596181
50490,2.0315468
50491,2.65822
50492,1.9939425
50493,2.1678395
50494,2.5714734
50495,1.6355886
50496,1.666443
50497,1.813335
50498,1.7302089
50499,1.2671158
50500,1.4352607
50501,1.8694841
50502,1.4877021
50503,1.7068013
50504,1.3902109
50505,1.784718
50506,1.692614
50507,2.2811282
50508,2.2209306
50509,1.5705587
50510,1.903035
50511,1.6989549
50512,1.9277291
50513,2.2835495
50514,1.7168571
50515,1.4827528
50516,2.152799
50517,1.9639664
50518,1.3875803
50519,1.2592474
50520,2.1113195
50521,1.8270751
50522,2.1243482
50523,1.4996856
50524,2.406975
50525,1.4647655
50526,1.9805237
50527,1.6315435
50528,1.9645457
50529,1.2027231
50530,1.6480317
50531,2.175303
50532,2.5034978
50533,1.609055
50534,2.0642598
50535,1.9843466
50536,1.6442368
50537,1.7477301
50538,2.4487066
50539,1.7537984
50540,2.4492674
50541,1.9950378
50542,1.8063588
50543,1.2273424
50544,1.6578939
50545,2.0758648
50546,2.4244561
50547,2.132267
50548,2.3407772
50549,1.9062006
50550,1.7722958
50551,1.8621653
50552,1.4661316
50553,2.0426688
50554,2.3810863
50555,1.8905531
50556,1.4409865
50557,2.3880959
50558,2.0523906
50559,1.7872778
50560,1.4881734
50561,1.8565841
50562,2.1866155
50563,1.7007318
50564,2.130002
50565,2.4959543
50566,2.162368
50567,2.443535
50568,1.5829775
50569,1.6600817
50570,2.1023953
50571,2.2028463
50572,2.067233
50573,1.7968278
50574,1.6534606
50575,2.228029
50576,1.3661737
50577,1.8123049
50578,1.7287976
50579,1.9247231
50580,2.0874932
50581,2.1725192
50582,2.2525225
50583,2.0750272
50584,1.60589
50585,2.2851207
50586,2.061797
50587,1.4370488
50588,2.138711
50589,1.5966798
50590,1.7426118
50591,2.3062506
50592,2.0229723
50593,2.0098312
50594,2.0593493
50595,1.2690998
50596,2.0108154
50597,1.5164148
50598,1.2263789
50599,2.4272344
50600,1.2770448
50601,1.9293379
50602,2.6234207
50603,1.5291152
50604,1.08969
50605,1.6621772
50606,1.6685246
50607,2.0217583
50608,2.4531958
50609,2.1644118
50610,2.4912348
50611,1.9583291
50612,1.9280975
50613,2.2776518
50614,1.1693772
50615,1.9281136
50616,1.7348483
50617,1.6928619
50618,1.7834026
50619,2.092712
50620,1.3892157
50621,1.7351325
50622,2.2127914
50623,2.0248344
50624,1.9402219
50625,1.6611952
50626,1.8838918
50627,2.0905886
50628,2.108369
50629,1.7978916
50630,2.4048688
50631,1.9616792
50632,2.1560915
50633,2.2073007
50634,1.9837209
50635,2.0177488
50636,2.2315712
50637,1.6249619
50638,2.2341933
50639,1.9532542
50640,1.7753766
50641,2.1247103
50642,2.2560847
50643,1.6404425
50644,1.6130592
50645,1.4264213
50646,2.0526178
50647,1.965052
50648,1.8252214
50649,1.8470443
50650,1.8377308
50651,1.4872847
50652,2.5401719
50653,1.9522495
50654,2.1575356
50655,1.7295302
50656,1.6478124
50657,1.9144211
50658,1.5632743
50659,2.3058505
50660,2.322866
50661,1.8898302
50662,1.5868046
50663,1.7623423
50664,2.2344337
50665,1.4610457
50666,1.7189054
50667,1.7349994
50668,1.0210012
50669,2.4007401
50670,1.7402225
50671,1.8712249
50672,1.739063
50673,0.98861
50674,2.4641185
50675,2.169625
50676,1.9194643
50677,1.4125477
50678,1.5913625
50679,2.030411
50680,2.0772026
50681,1.8472267
50682,1.4114507
50683,2.0252244
50684,2.1307454
50685,1.5639315
50686,1.6776507
50687,1.829626
50688,1.3500894
50689,1.9598546
50690,2.5755053
50691,1.7472636
50692,1.9124728
50693,1.5867708
50694,2.414561
50695,2.2735295
50696,2.4460046
50697,0.91632897
50698,1.6735777
50699,2.3331883
50700,1.3405875
50701,2.0495121
50702,1.4155325
50703,2.2912872
50704,1.702484
50705,2.0414863
50706,1.399932
50707,1.8224283
50708,1.8098621
50709,1.8066255
50710,2.4624376
50711,1.5990818
50712,1.5367007
50713,1.6056358
50714,2.1163075
50715,1.7376173
50716,1.1334903
50717,2.0296173
50718,2.0650425
50719,2.3848832
50720,1.1230899
50721,1.5257164
50722,1.9862075
50723,1.4747547
50724,1.7874566
50725,1.4659472
50726,1.4602975
50727,2.0736299
50728,1.99953
50729,1.7635182
50730,1.4315085
50731,1.7903275
50732,2.4080417
50733,1.2394757
50734,1.0538007
50735,2.3324513
50736,1.2922335
50737,1.7172003
50738,1.7371898
50739,2.0859435
50740,1.9441674
50741,1.94643
50742,1.8528507
50743,2.1127725
50744,1.7872651
50745,1.2851229
50746,1.3926936
50747,2.0976362
50748,1.4296303
50749,1.4648169
50750,1.3706554
50751,1.9023192
50752,1.746979
50753,1.5704632
50754,1.8542752
50755,1.6130936
50756,1.7843751
50757,1.9065372
50758,1.6920568
50759,1.4033284
50760,1.8075054
50761,1.7723595
50762,2.4635441
50763,1.4903042
50764,1.6604377
50765,1.037048
50766,2.2901542
50767,2.6156309
50768,1.3649852
50769,2.4063559
50770,2.2948153
50771,2.108415
50772,2.1968327
50773,2.022381
50774,1.5486202
50775,2.303266
50776,2.0117033
50777,1.7953256
50778,1.833966
50779,1.5798228
50780,1.7568446
50781,1.6227483
50782,1.8810076
50783,1.4149171
50784,1.536737
50785,2.1043935
50786,1.189653
50787,2.223224
50788,2.0169504
50789,2.2043922
50790,1.4950874
50791,1.6528559
50792,1.9982151
50793,2.017702
50794,1.0438678
50795,2.0408573
50796,1.714243
50797,2.1350706
50798,1.706095
50799,2.410112
50800,1.6943353
50801,1.9544438
50802,1.7470236
50803,1.5474164
50804,2.094431
50805,2.0543137
50806,1.8297321
50807,1.626197
50808,2.0342844
50809,1.5569264
50810,1.682304
50811,1.2386674
50812,1.7528865
50813,1.8176781
50814,2.4444306
50815,2.3272698
50816,1.8105049
50817,1.2713434
50818,2.106241
50819,1.8932272
50820,1.8416351
50821,1.8649457
50822,1.5605413
50823,1.8421285
50824,2.1148598
50825,1.9578866
50826,1.8161759
50827,1.6830829
50828,1.9380366
50829,1.8805095
50830,1.5223103
50831,2.2674768
50832,2.2467253
50833,1.0802174
50834,2.4194956
50835,2.0412598
50836,1.671764
50837,1.6128268
50838,2.1410446
50839,2.4077685
50840,1.8936775
50841,1.8005724
50842,1.9383243
50843,1.9466951
50844,1.3598443
50845,1.8925194
50846,2.3185525
50847,2.1015172
50848,2.4072556
50849,1.9042432
50850,1.774271
50851,1.1455204
50852,1.7013574
50853,2.1775868
50854,1.8956689
50855,1.9971073
50856,1.830915
50857,2.2871492
50858,1.8945955
50859,1.526096
50860,1.2861934
50861,1.7482497
50862,1.9380544
50863,1.4680483
50864,2.721435
50865,1.9500196
50866,1.8975399
50867,1.6283948
50868,1.579083
50869,1.7902913
50870,2.2111008
50871,2.1408246
50872,1.3480134
50873,1.7777697
50874,1.8801266
50875,1.7945169
50876,1.7353375
50877,1.899821
50878,1.1515903
50879,1.320089
50880,1.883846
50881,1.7102115
50882,1.8209519
50883,1.4131311
50884,2.2767243
50885,1.9359136
50886,1.853096
50887,1.3796723
50888,2.0531743
50889,2.3100297
50890,1.5576816
50891,1.9847158
50892,1.6563497
50893,2.0735075
50894,1.8680127
50895,1.9716902
50896,1.6407095
50897,1.9214474
50898,1.694185
50899,1.5697352
50900,2.327875
50901,1.78012
50902,2.3050528
50903,1.7229923
50904,2.3492844
50905,1.387273
50906,1.3954067
50907,1.2806
50908,2.347225
50909,1.6611514
50910,2.2712023
50911,1.2377846
50912,1.619057
50913,1.5515805
50914,1.8876979
50915,1.50377
50916,2.2272444
50917,1.6088631
50918,1.6570014
50919,1.7735616
50920,2.4223742
50921,1.7484006
50922,1.7380468
50923,1.5818464
50924,2.194282
50925,1.5743008
50926,1.8531297
50927,2.4785333
50928,2.158124
50929,0.99436367
50930,1.966059
50931,1.8675228
50932,1.5977767
50933,1.4304771
50934,1.9680532
50935,1.6998115
50936,2.2235262
50937,2.2600715
50938,1.8892455
50939,1.8160101
50940,1.4627175
50941,1.8980782
50942,1.6340209
50943,1.7586592
50944,2.515505
50945,2.2191274
50946,1.6713684
50947,2.2032602
50948,2.1264424
50949,1.815957
50950,1.8969465
50951,2.330048
50952,2.0876927
50953,1.5262921
50954,2.030714
50955,2.1536953
50956,1.2972847
50957,2.1333282
50958,2.1117103
50959,2.4172778
50960,1.8666943
50961,1.6398401
50962,2.259726
50963,2.5715845
50964,1.6244233
50965,2.1364176
50966,1.1981736
50967,1.9852763
50968,2.5011668
50969,1.9743216
50970,1.6357048
50971,1.9903387
50972,1.8602852
50973,1.6701872
50974,2.0794494
50975,2.324867
50976,1.3445624
50977,1.7126312
50978,1.5164821
50979,1.9829882
50980,2.3403594
50981,2.1397781
50982,2.153151
50983,1.9024341
50984,1.9609104
50985,1.9917314
50986,1.6793318
50987,1.7400519
50988,1.8190625
50989,2.41377
50990,1.3125305
50991,2.0896044
50992,1.8649867
50993,2.1983514
50994,2.0655658
50995,1.6407732
50996,1.3426927
50997,1.8896537
50998,1.8809661
50999,2.0796194
51000,1.5849713
51001,2.021592
51002,1.7521888
51003,1.8906887
51004,1.8444964
51005,1.4500813
51006,2.2184715
51007,2.4202378
51008,1.7459297
51009,1.8142781
51010,2.0009434
51011,1.9430935
51012,1.7071384
51013,1.2612337
51014,1.5468241
51015,1.100853
51016,2.0175703
51017,2.3456135
51018,1.5995673
51019,1.8492062
51020,1.9312456
51021,1.8333449
51022,1.8745446
51023,2.343473
51024,1.7509363
51025,2.091504
51026,2.076584
51027,2.216206
51028,2.2780252
51029,2.355746
51030,2.4397135
51031,1.7625353
51032,1.3827771
51033,2.1709015
51034,1.8095324
51035,2.5913453
51036,2.4302707
51037,2.2302341
51038,1.4577775
51039,1.8620347
51040,2.433391
51041,1.8615016
51042,1.7560076
51043,1.6504444
51044,2.04521
51045,1.7297721
51046,2.1023476
51047,2.1999636
51048,1.5128672
51049,2.1144483
51050,2.2446504
51051,2.5082543
51052,1.7574401
51053,1.6597271
51054,1.836275
51055,2.073064
51056,1.3689642
51057,1.8493749
51058,1.9037316
51059,2.5609615
51060,1.7023276
51061,1.5765666
51062,2.4219322
51063,2.291311
51064,2.3792634
51065,1.7164468
51066,2.0441046
51067,1.4863874
51068,1.8040322
51069,2.179497
51070,1.9120796
51071,2.0146735
51072,1.6292801
51073,1.9871318
51074,1.9638406
51075,1.815232
51076,1.1473385
51077,2.6529799
51078,2.1517913
51079,1.3222152
51080,1.3396579
51081,1.5102452
51082,2.352503
51083,1.6793237
51084,1.9584559
51085,1.6207505
51086,1.4361526
51087,1.6856151
51088,1.9991645
51089,1.4835
51090,2.3127408
51091,1.6370269
51092,1.6133968
51093,1.8885199
51094,1.3978442
51095,1.4186251
51096,1.585425
51097,1.8114215
51098,2.229819
51099,1.5440397
51100,1.4647132
51101,1.9678841
51102,2.709546
51103,2.3737128
51104,2.3305855
51105,1.7290467
51106,2.2870102
51107,1.9385226
51108,1.7872741
51109,1.640377
51110,1.4244509
51111,1.951506
51112,1.4084915
51113,1.6476958
51114,1.7583188
51115,2.2523744
51116,2.144359
51117,1.9193215
51118,1.4519687
51119,2.024477
51120,1.5249792
51121,2.4379427
51122,2.4672859
51123,1.8687361
51124,2.1618745
51125,1.3179867
51126,2.3306456
51127,1.9829991
51128,1.8090026
51129,2.2438147
51130,2.2310486
51131,2.3621538
51132,2.106149
51133,2.1829774
51134,1.919816
51135,2.3164225
51136,1.4392016
51137,1.3672229
51138,2.4396768
51139,1.1487112
51140,1.9112145
51141,1.4945104
51142,1.973401
51143,1.4995759
51144,1.8655258
51145,1.4707867
51146,1.715242
51147,2.452884
51148,2.2112927
51149,2.0851243
51150,1.7529855
51151,1.7110909
51152,2.188006
51153,1.823833
51154,1.8369936
51155,1.898354
51156,1.7982072
51157,2.062121
51158,2.2072115
51159,1.3900272
51160,1.8616567
51161,1.9596138
51162,1.7154886
51163,1.7033095
51164,1.6796064
51165,2.3777542
51166,2.2339828
51167,1.6815087
51168,1.797458
51169,2.3896775
51170,2.1981678
51171,1.685791
51172,1.6942073
51173,2.6338336
51174,1.7557397
51175,1.8796972
51176,1.5173141
51177,1.3794991
51178,2.423546
51179,1.7497495
51180,1.993898
51181,1.9635502
51182,2.238109
51183,1.7632492
51184,2.4182675
51185,2.483585
51186,2.3665888
51187,1.3919913
51188,1.8740842
51189,2.2913773
51190,1.9930056
51191,2.100291
51192,1.9408922
51193,1.9605508
51194,2.0354762
51195,1.785372
51196,1.8250908
51197,1.8221287
51198,2.1335716
51199,2.4603117
51200,1.7852738
51201,1.9373853
51202,1.7824445
51203,2.1290038
51204,1.7159711
51205,2.2286875
51206,1.6475552
51207,1.9279577
51208,1.908457
51209,2.391807
51210,2.1388404
51211,2.3185596
51212,1.8076587
51213,1.4836258
51214,1.4419274
51215,2.4030137
51216,1.8501054
51217,2.3986025
51218,2.1635017
51219,2.2418935
51220,1.8202443
51221,1.7582201
51222,1.865184
51223,1.6466056
51224,1.7630166
51225,2.2424402
51226,1.5741209
51227,1.7254126
51228,1.8243937
51229,2.4112132
51230,2.1181548
51231,2.0890577
51232,1.760172
51233,2.1339216
51234,1.8641435
51235,1.9166113
51236,1.8476228
51237,1.9413382
51238,2.1519637
51239,1.6759506
51240,1.6171546
51241,2.297599
51242,1.6778488
51243,2.1070426
51244,1.5253373
51245,2.268538
51246,2.175746
51247,1.8373274
51248,2.068859
51249,1.5163052
51250,2.285779
51251,1.9996648
51252,2.2661119
51253,1.8658783
51254,1.5956655
51255,2.040107
51256,1.5600523
51257,1.6613066
51258,2.2201421
51259,1.5509492
51260,2.0255597
51261,2.3126204
51262,1.7122163
51263,2.14909
51264,2.3366296
51265,1.6760725
51266,1.7757465
51267,1.7417479
51268,2.0833697
51269,2.054535
51270,1.3157263
51271,2.2420619
51272,1.6176245
51273,1.7638682
51274,1.9148679
51275,2.2198157
51276,1.3162138
51277,1.9759191
51278,1.6578246
51279,1.538395
51280,1.9716437
51281,1.6571287
51282,2.2481315
51283,1.9443601
51284,1.6097261
51285,2.2894588
51286,2.410229
51287,1.8377318
51288,2.062332
51289,1.7130282
51290,1.5096439
51291,1.77324
51292,1.5336944
51293,1.5823948
51294,2.23667
51295,2.2177289
51296,1.0427655
51297,2.7707014
51298,1.4506687
51299,2.1245513
51300,2.2901874
51301,1.5697044
51302,1.978268
51303,2.4194362
51304,1.5581225
51305,2.4383025
51306,2.5008264
51307,1.592143
51308,2.2918656
51309,1.8403981
51310,1.4713137
51311,2.4424582
51312,1.6244076
51313,2.5327482
51314,1.6899636
51315,2.0346942
51316,2.2736878
51317,2.022756
51318,1.7317276
51319,2.5286884
51320,1.2465864
51321,2.2312691
51322,2.2708173
51323,1.9577771
51324,1.6367152
51325,1.7963752
51326,2.0956256
51327,2.4999313
51328,2.346565
51329,1.5119871
51330,1.5794128
51331,2.1823301
51332,1.9564748
51333,2.4241652
51334,2.1748576
51335,1.6816874
51336,1.7230233
51337,2.1109
51338,1.4450133
51339,1.8923638
51340,2.1658294
51341,1.3355892
51342,2.3838186
51343,2.215238
51344,1.9906619
51345,1.4747233
51346,1.8344256
51347,1.3096639
51348,1.8558756
51349,1.4066353
51350,2.5320604
51351,1.3639094
51352,2.1406457
51353,2.1146386
51354,2.0132082
51355,2.0625103
51356,1.5310168
51357,1.6259696
51358,2.1080873
51359,1.8659915
51360,1.5033332
51361,1.9704074
51362,1.6672156
51363,1.8451134
51364,1.6160669
51365,2.0481818
51366,2.2964275
51367,1.587526
51368,2.0947356
51369,2.1045022
51370,1.4585
51371,2.215414
51372,2.3720183
51373,1.6695745
51374,2.0355086
51375,2.136762
51376,2.45209
51377,2.5921702
51378,1.5616183
51379,1.7358043
51380,2.2395031
51381,1.5726858
51382,2.2198105
51383,1.9926544
51384,1.4528574
51385,0.94792295
51386,1.7524359
51387,2.0088081
51388,1.2780802
51389,2.4365299
51390,1.7136663
51391,1.872538
51392,1.8045647
51393,2.2200797
51394,1.8348092
51395,1.996814
51396,1.2680814
51397,1.7940155
51398,1.3474966
51399,1.5519652
51400,2.09759
51401,1.9866098
51402,2.4325604
51403,1.9451569
51404,1.6982834
51405,1.4401722
51406,1.8161421
51407,1.38684
51408,2.4947321
51409,2.0911562
51410,1.2369605
51411,1.9903206
51412,2.2029958
51413,1.4865575
51414,1.8759955
51415,2.2322927
51416,1.5419043
51417,1.9401805
51418,1.8061287
51419,1.8615388
51420,2.5278475
51421,2.2949398
51422,1.8304935
51423,1.8305525
51424,2.0197437
51425,1.9562062
51426,2.2103763
51427,1.7720953
51428,2.5705185
51429,1.7911663
51430,1.6156765
51431,1.8687372
51432,1.3129339
51433,1.8867977
51434,2.4344513
51435,1.9370154
51436,2.052058
51437,1.0253665
51438,2.4448032
51439,2.2366657
51440,1.9422522
51441,2.4941125
51442,1.9223858
51443,1.9492393
51444,1.3648376
51445,1.6261203
51446,2.1817117
51447,1.9064182
51448,1.9261072
51449,1.4698842
51450,1.7860589
51451,1.2333379
51452,1.344925
51453,1.5834532
51454,1.572973
51455,1.6311071
51456,1.5805299
51457,1.5701746
51458,2.2271032
51459,1.9862974
51460,2.5257912
51461,2.193542
51462,2.7590783
51463,1.7494348
51464,2.1397011
51465,2.5818124
51466,1.83754
51467,1.4905853
51468,2.0428345
51469,2.3650293
51470,1.5713326
51471,2.1600637
51472,2.4036796
51473,1.7007098
51474,2.2225177
51475,2.4605544
51476,1.6152893
51477,2.2663636
51478,1.8256738
51479,1.628502
51480,2.5212715
51481,2.0539427
51482,2.0841105
51483,1.8667337
51484,1.3432106
51485,1.7667662
51486,1.874168
51487,1.7488306
51488,2.6256745
51489,1.6047099
51490,1.684042
51491,2.079852
51492,1.9064038
51493,1.5274048
51494,1.3687241
51495,1.4766985
51496,1.8499769
51497,1.7887214
51498,1.7752094
51499,1.9825855
51500,2.168874
51501,1.4049749
51502,1.6261071
51503,2.3830924
51504,2.1873267
51505,1.4470794
51506,1.0831794
51507,1.8953856
51508,1.7095189
51509,1.6820296
51510,1.6067246
51511,1.962313
51512,1.806985
51513,2.225144
51514,1.9289265
51515,2.1558154
51516,1.5800259
51517,2.1202455
51518,2.161579
51519,2.0353942
51520,1.8411247
51521,2.1976674
51522,1.920812
51523,2.0431013
51524,1.8098783
51525,1.7020049
51526,1.5155244
51527,1.2999077
51528,1.6260426
51529,2.4029236
51530,1.9663707
51531,2.0475457
51532,1.8762885
51533,2.2278996
51534,1.2031294
51535,1.9294957
51536,2.1070213
51537,1.2939252
51538,2.122174
51539,2.1660695
51540,1.8455892
51541,1.2582523
51542,2.1479018
51543,1.381393
51544,1.6669248
51545,2.007656
51546,2.1160953
51547,2.2360163
51548,1.9386679
51549,1.7300283
51550,1.5655632
51551,0.95364636
51552,1.4014981
51553,2.2064915
51554,2.1119933
51555,1.5785455
51556,1.8097343
51557,2.2713432
51558,1.7585241
51559,1.8017454
51560,1.7961972
51561,1.7913123
51562,1.6265769
51563,1.941162
51564,1.9078796
51565,1.726709
51566,1.7385441
51567,1.9524213
51568,2.05918
51569,1.8745601
51570,1.84245
51571,1.799529
51572,2.6427295
51573,2.0257576
51574,1.2097654
51575,1.0378929
51576,1.7120299
51577,2.2571573
51578,1.3385627
51579,1.646814
51580,1.74622
51581,2.123461
51582,1.5487756
51583,1.2602025
51584,1.759564
51585,1.7103916
51586,2.0503767
51587,1.8275697
51588,1.1962738
51589,2.0194352
51590,2.145054
51591,2.0952106
51592,2.373339
51593,1.669768
51594,1.4059936
51595,1.882835
51596,1.6944745
51597,2.3045607
51598,2.0932596
51599,2.0174103
51600,1.9887881
51601,1.9785292
51602,1.523748
51603,1.3136843
51604,1.7666479
51605,1.9833792
51606,1.7823213
51607,1.9026513
51608,1.7909448
51609,1.6644592
51610,1.7235756
51611,1.3099713
51612,1.6578503
51613,2.2252455
51614,2.1358793
51615,1.754871
51616,2.6835515
51617,1.4002198
51618,1.5090369
51619,1.7403291
51620,1.064515
51621,2.0547855
51622,2.149139
51623,2.4750469
51624,1.5958968
51625,1.7095613
51626,1.3180522
51627,1.7344705
51628,1.6258303
51629,1.6410186
51630,1.4679344
51631,1.6289471
51632,1.7358553
51633,1.9948666
51634,1.4832606
51635,2.4592793
51636,2.037136
51637,1.9176499
51638,2.565535
51639,2.0273764
51640,1.3525432
51641,1.9368072
51642,2.05996
51643,2.012613
51644,1.9327751
51645,2.0286388
51646,1.7043943
51647,1.8429284
51648,1.755373
51649,2.1914964
51650,1.9592868
51651,2.2825072
51652,1.966089
51653,1.7460228
51654,1.5922502
51655,1.5333192
51656,2.5307083
51657,1.5379943
51658,1.1431859
51659,1.526525
51660,1.7819995
51661,1.5777804
51662,2.421209
51663,1.8261439
51664,1.40268
51665,1.8157189
51666,1.1795956
51667,1.7143784
51668,1.2776228
51669,1.6779997
51670,1.8256224
51671,1.9776667
51672,1.6882569
51673,2.3386211
51674,1.8374796
51675,2.477202
51676,2.148714
51677,1.3709086
51678,2.1736207
51679,2.0735464
51680,2.0121148
51681,1.775215
51682,2.4777153
51683,1.8135102
51684,2.1939871
